Flight_no,Departure_airport,Arrival_Airport,Aircraft,Flight_time,standard_Departure,Standard_arrival,Latitude,Longitude,Airline,time_block
AB6845,Stuttgart (STR),Dusseldorf (DUS),AT75,3120,21:15,22:20,51.289,6.8,Air Berlin,0
EW9225,Gothenburg (GOT),Dusseldorf (DUS),A319,4680,20:50,22:20,51.289,6.8,Eurowings,22
KL1863,Amsterdam (AMS),Dusseldorf (DUS),F70,1500,21:35,22:25,51.289,6.8,KLM,22
EW9345,Manchester (MAN),Dusseldorf (DUS),A320,4380,20:00,22:25,51.289,6.8,Eurowings,0
HG3287,Palma de Mallorca (PMI),Dusseldorf (DUS),A321,6900,20:10,22:30,51.289,6.8,Niki,0
EW9331,Birmingham (BHX),Dusseldorf (DUS),A320,4080,20:10,22:30,51.289,6.8,Eurowings,0
HG3081,Palma de Mallorca (PMI),Dusseldorf (DUS),B738,7320,20:15,22:35,51.289,6.8,Niki,0
EW9821,Milan (MXP),Dusseldorf (DUS),A320,3900,21:05,22:35,51.289,6.8,Eurowings,22
AB6453,Berlin (TXL),Dusseldorf (DUS),DH8D,3060,21:30,22:45,51.289,6.8,Air Berlin,0
AB6048,Berlin (TXL),Dusseldorf (DUS),A320,2760,21:30,22:40,51.289,6.8,Air Berlin,0
DE139,Agadir (AGA),Dusseldorf (DUS),A321,12480,17:50,22:40,51.289,6.8,Condor,22
DE1457,Fuerteventura (FUE),Dusseldorf (DUS),B753,13380,17:25,22:40,51.289,6.8,Condor,22
AB8719,Rome (FCO),Dusseldorf (DUS),A320,5520,20:40,22:45,51.289,6.8,Air Berlin,22
AB8749,Milan (LIN),Dusseldorf (DUS),DH8D,5040,21:05,22:45,51.289,6.8,Air Berlin,0
DE1421,Lanzarote (ACE),Dusseldorf (DUS),A321,13500,10:45,16:05,51.289,6.8,Condor,16
DE203,Antalya (AYT),Dusseldorf (DUS),B753,11820,19:55,22:50,51.289,6.8,Condor,0
X32119,Tenerife (TFS),Dusseldorf (DUS),B738,14040,17:25,23:00,51.289,6.8,TUI fly,22
ST3875,Funchal (FNC),Erfurt (ERF),B737,14220,11:25,16:30,50.98,11,Germania,16
LH8231,Los Angeles (LAX),Frankfurt (FRA),B77L,37680,13:45,09:35,50.026,8.5,Lufthansa Cargo,10
ET706,Addis Ababa (ADD),Frankfurt (FRA),A359,23460,23:10,05:10,50.026,8.5,Ethiopian Airlines,6
EXT112,Coventry (CVT),Frankfurt (FRA),SH36,7740,01:55,05:20,50.026,8.5,NightExpress,6
LH797,Hong Kong (HKG),Frankfurt (FRA),A388,41940,23:05,05:20,50.026,8.5,Lufthansa,6
LH417,Washington (IAD),Frankfurt (FRA),A343,27060,15:30,05:25,50.026,8.5,Lufthansa,6
LH733,Shanghai (PVG),Frankfurt (FRA),B744,39900,23:50,05:25,50.026,8.5,Lufthansa,6
LH8478,Almaty (ALA),Frankfurt (FRA),MD11,24840,01:45,05:30,50.026,8.5,Lufthansa,6
LH8297,Nairobi (NBO),Frankfurt (FRA),MD11,27240,22:30,05:30,50.026,8.5,Lufthansa Cargo,6
DE2235,Santo Domingo (SDQ),Frankfurt (FRA),B763,33780,13:50,05:30,50.026,8.5,Condor,6
LH573,Johannesburg (JNB),Frankfurt (FRA),B748,36060,19:00,05:35,50.026,8.5,Lufthansa,6
LH577,Cape Town (CPT),Frankfurt (FRA),A343,41580,17:40,05:40,50.026,8.5,Lufthansa,6
LH401,New York (JFK),Frankfurt (FRA),A388,24420,16:10,05:40,50.026,8.5,Lufthansa,6
LH443,Detroit (DTW),Frankfurt (FRA),A343,27240,15:30,05:40,50.026,8.5,Lufthansa,6
LH1319,Algiers (ALG),Frankfurt (FRA),A319,7740,02:15,05:45,50.026,8.5,Lufthansa,6
LH1327,Tunis (TUN),Frankfurt (FRA),A320,8340,02:20,05:45,50.026,8.5,Lufthansa,6
LH601,Tehran (IKA),Frankfurt (FRA),B744,16860,03:00,05:50,50.026,8.5,Lufthansa,6
LH631,Dubai (DXB),Frankfurt (FRA),A333,23100,01:00,05:55,50.026,8.5,Lufthansa,6
LH773,Bangkok (BKK),Frankfurt (FRA),A343,39960,23:00,05:55,50.026,8.5,Lufthansa,6
UA944,Chicago (ORD),Frankfurt (FRA),B772,27840,14:30,05:55,50.026,8.5,United Airlines,6
NH203,Tokyo (HND),Frankfurt (FRA),B77W,41160,00:50,06:00,50.026,8.5,All Nippon Airways,6
VN37,Hanoi (HAN),Frankfurt (FRA),B789,39480,22:45,06:00,50.026,8.5,Vietnam Airlines,6
LH423,Boston (BOS),Frankfurt (FRA),B748,22620,17:05,06:00,50.026,8.5,Lufthansa,6
TG920,Bangkok (BKK),Frankfurt (FRA),B77W,38460,23:45,06:00,50.026,8.5,Thai Airways,6
MU219,Shanghai (PVG),Frankfurt (FRA),A332,42720,00:10,06:05,50.026,8.5,China Eastern Airlines,6
LH1331,Casablanca (CMN),Frankfurt (FRA),A320,10620,00:40,06:05,50.026,8.5,Lufthansa,6
XQ780,Adana (ADA),Frankfurt (FRA),B738,12120,10:00,13:05,50.026,8.5,SunExpress   ,12
CZ331,Changsha (CSX),Frankfurt (FRA),A332,40560,00:05,06:10,50.026,8.5,China Southern Airlines,6
CA431,Chengdu (CTU),Frankfurt (FRA),A333,38640,01:35,06:10,50.026,8.5,Air China,8
LH623,Riyadh (RUH),Frankfurt (FRA),A333,21240,00:45,06:10,50.026,8.5,Lufthansa,6
LH8387,Seoul (ICN),Frankfurt (FRA),B77L,39000,01:50,06:10,50.026,8.5,Lufthansa Cargo,6
LH569,Lagos (LOS),Frankfurt (FRA),A333,21900,22:45,06:10,50.026,8.5,Lufthansa,6
SA260,Johannesburg (JNB),Frankfurt (FRA),A346,38160,19:20,06:10,50.026,8.5,South African Airways,6
AC872,Toronto (YYZ),Frankfurt (FRA),B77W,25380,16:40,06:10,50.026,8.5,Air Canada,6
LH779,Singapore (SIN),Frankfurt (FRA),A388,42600,23:40,06:20,50.026,8.5,Lufthansa,6
TK6403,Istanbul (IST),Frankfurt (FRA),A332,9360,04:30,06:30,50.026,8.5,ULS Airlines Cargo,6
CX289,Hong Kong (HKG),Frankfurt (FRA),B77W,42780,00:35,06:40,50.026,8.5,Cathay Pacific,6
GF17,Bahrain (BAH),Frankfurt (FRA),A320,21780,01:25,06:45,50.026,8.5,Gulf Air,6
SQ26,Singapore (SIN),Frankfurt (FRA),A388,43560,23:55,06:45,50.026,8.5,Singapore Airlines,6
CA965,Beijing (PEK),Frankfurt (FRA),B77W,34500,02:30,06:50,50.026,8.5,Air China   ,6
LH143,Nurnberg (NUE),Frankfurt (FRA),A319,1680,06:05,06:50,50.026,8.5,Lufthansa,6
LH693,Amman (AMM),Frankfurt (FRA),A321,14580,03:05,06:50,50.026,8.5,Lufthansa,6
LH73,Dusseldorf (DUS),Frankfurt (FRA),A319,1620,06:00,06:50,50.026,8.5,Lufthansa,6
LH371,Friedrichshafen (FDH),Frankfurt (FRA),CRJ9,2400,06:10,07:00,50.026,8.5,Lufthansa,6
WY115,Muscat (MCT),Frankfurt (FRA),B788,23580,02:00,07:05,50.026,8.5,Oman Air,6
EY1,Abu Dhabi (AUH),Frankfurt (FRA),A333,22800,02:00,07:05,50.026,8.5,Etihad Airways,6
QR69,Doha (DOH),Frankfurt (FRA),B77W,21780,01:30,07:05,50.026,8.5,Qatar Airways,8
LH479,Montreal (YUL),Frankfurt (FRA),A343,24960,17:45,07:05,50.026,8.5,Lufthansa CityLine   ,6
LH1023,Brussels (BRU),Frankfurt (FRA),A320,2400,06:05,07:10,50.026,8.5,Lufthansa,8
LH647,Almaty (ALA),Frankfurt (FRA),A333,23160,04:05,07:10,50.026,8.5,Lufthansa,6
LH1,Hamburg (HAM),Frankfurt (FRA),A321,3180,06:00,07:10,50.026,8.5,Lufthansa,8
LH171,Berlin (TXL),Frankfurt (FRA),A321,2640,06:00,07:10,50.026,8.5,Lufthansa,6
LH157,Leipzig (LEJ),Frankfurt (FRA),A319,2400,06:15,07:10,50.026,8.5,Lufthansa,8
LH1403,Prague (PRG),Frankfurt (FRA),A321,3060,06:00,07:10,50.026,8.5,Lufthansa,8
LH1257,Linz (LNZ),Frankfurt (FRA),CRJ9,2520,06:05,07:10,50.026,8.5,Lufthansa,6
LH635,Kuwait City (KWI),Frankfurt (FRA),A333,19260,02:00,07:15,50.026,8.5,Lufthansa,6
LH207,Dresden (DRS),Frankfurt (FRA),A320,2880,06:10,07:15,50.026,8.5,Lufthansa,8
LH127,Stuttgart (STR),Frankfurt (FRA),A319,1560,06:30,07:20,50.026,8.5,Lufthansa,8
LH445,Atlanta (ATL),Frankfurt (FRA),A343,30000,16:25,07:20,50.026,8.5,Lufthansa,8
LH431,Chicago (ORD),Frankfurt (FRA),B748,27360,16:05,07:20,50.026,8.5,Lufthansa,8
UA989,Washington (IAD),Frankfurt (FRA),B772,25920,17:15,07:20,50.026,8.5,United Airlines,6
OS251,Graz (GRZ),Frankfurt (FRA),E190,3900,06:05,07:25,50.026,8.5,Austrian Airlines,8
LH1053,Paris (CDG),Frankfurt (FRA),A320,2640,06:10,07:25,50.026,8.5,Lufthansa   ,8
LH63,Munster (FMO),Frankfurt (FRA),CRJ9,2340,06:40,07:25,50.026,8.5,Lufthansa,8
LH1375,Wroclaw (WRO),Frankfurt (FRA),E190,3840,06:05,07:25,50.026,8.5,Lufthansa,8
LH1211,Basel (BSL),Frankfurt (FRA),CRJ9,2520,06:30,07:30,50.026,8.5,Lufthansa,8
LH761,Delhi (DEL),Frankfurt (FRA),A388,25740,02:45,07:30,50.026,8.5,Lufthansa,6
LH403,New York (EWR),Frankfurt (FRA),B748,23820,18:05,07:30,50.026,8.5,Lufthansa,8
LH1489,Minsk (MSQ),Frankfurt (FRA),E190,7140,06:15,07:40,50.026,8.5,Lufthansa,8
LH1423,Bucharest (OTP),Frankfurt (FRA),A320,7380,06:05,07:35,50.026,8.5,Lufthansa,8
LH1247,Vienna (VIE),Frankfurt (FRA),A320,3720,06:10,07:35,50.026,8.5,Lufthansa,8
LH351,Bremen (BRE),Frankfurt (FRA),A319,2580,06:35,07:35,50.026,8.5,Lufthansa,8
LH427,Philadelphia (PHL),Frankfurt (FRA),A343,25440,17:45,07:35,50.026,8.5,Lufthansa CityLine   ,8
OS277,Innsbruck (INN),Frankfurt (FRA),DH8D,3180,06:30,07:40,50.026,8.5,Austrian Airlines,8
LH1309,Beirut (BEY),Frankfurt (FRA),A321,14220,04:20,07:40,50.026,8.5,Lufthansa,8
LH3,Hamburg (HAM),Frankfurt (FRA),A321,3000,06:30,07:40,50.026,8.5,Lufthansa   ,8
LH843,Billund (BLL),Frankfurt (FRA),A319,4320,06:15,07:40,50.026,8.5,Lufthansa,8
LH889,Vilnius (VNO),Frankfurt (FRA),A321,6300,06:25,07:40,50.026,8.5,Lufthansa,8
LH561,Luanda (LAD),Frankfurt (FRA),A333,28920,22:10,07:40,50.026,8.5,Lufthansa,8
LH885,Tallinn (TLL),Frankfurt (FRA),A320,7560,06:15,07:45,50.026,8.5,Lufthansa,8
LH305,Turin (TRN),Frankfurt (FRA),CRJ9,3660,06:25,07:45,50.026,8.5,Lufthansa,8
LH893,Riga (RIX),Frankfurt (FRA),A321,6780,06:30,07:45,50.026,8.5,Lufthansa,8
LH1439,St. Petersburg (LED),Frankfurt (FRA),A321,9120,05:55,07:50,50.026,8.5,Lufthansa,8
LH1363,Katowice (KTW),Frankfurt (FRA),CRJ9,4620,06:10,07:50,50.026,8.5,Lufthansa,8
LH1371,Krakow (KRK),Frankfurt (FRA),A320,4860,06:15,07:50,50.026,8.5,Lufthansa,8
LH49,Hannover (HAJ),Frankfurt (FRA),A319,2400,06:55,07:50,50.026,8.5,Lufthansa,8
LH1379,Gdansk (GDN),Frankfurt (FRA),E190,4860,06:20,07:55,50.026,8.5,Lufthansa,8
LH173,Berlin (TXL),Frankfurt (FRA),A321,2940,06:45,07:55,50.026,8.5,Lufthansa,8
SW285,Windhoek (WDH),Frankfurt (FRA),A332,35820,20:35,07:55,50.026,8.5,Air Namibia,8
LX1068,Zurich (ZRH),Frankfurt (FRA),A320,2400,06:55,08:00,50.026,8.5,Swiss,8
LH757,Mumbai (BOM),Frankfurt (FRA),B744,29580,02:55,08:00,50.026,8.5,Lufthansa,8
LH93,Munich (MUC),Frankfurt (FRA),A319,2520,07:00,08:00,50.026,8.5,Lufthansa,8
LH291,Bologna (BLQ),Frankfurt (FRA),A319,4380,06:30,08:00,50.026,8.5,Lufthansa,8
LH463,Miami (MIA),Frankfurt (FRA),A388,30300,16:55,08:00,50.026,8.5,Lufthansa,8
LH419,Washington (IAD),Frankfurt (FRA),B748,25440,18:05,08:00,50.026,8.5,Lufthansa,8
LH471,Toronto (YYZ),Frankfurt (FRA),B744,24600,18:25,08:00,50.026,8.5,Lufthansa,8
LH1025,Brussels (BRU),Frankfurt (FRA),A319,1860,07:05,08:05,50.026,8.5,Lufthansa,8
LH1229,Geneva (GVA),Frankfurt (FRA),E190,3480,06:55,08:10,50.026,8.5,Lufthansa,8
LH259,Milan (MXP),Frankfurt (FRA),A320,3300,06:45,08:05,50.026,8.5,Lufthansa,8
LH5,Hamburg (HAM),Frankfurt (FRA),A321,3000,07:00,08:10,50.026,8.5,Lufthansa,8
LH833,Copenhagen (CPH),Frankfurt (FRA),A320,4200,06:40,08:10,50.026,8.5,Lufthansa,8
LH865,Oslo (OSL),Frankfurt (FRA),A320,6660,06:00,08:10,50.026,8.5,Lufthansa,8
LH855,Helsinki (HEL),Frankfurt (FRA),A321,7800,06:35,08:10,50.026,8.5,Lufthansa,8
OS261,Salzburg (SZG),Frankfurt (FRA),E190,3180,07:05,08:15,50.026,8.5,Austrian Airlines,8
LH319,Florence (FLR),Frankfurt (FRA),E190,4920,06:40,08:15,50.026,8.5,Lufthansa,8
LH809,Stockholm (ARN),Frankfurt (FRA),A20N,6480,06:05,08:15,50.026,8.5,Lufthansa,8
LH1405,Zagreb (ZAG),Frankfurt (FRA),A319,4620,06:50,08:20,50.026,8.5,Lufthansa   ,8
LH333,Venice (VCE),Frankfurt (FRA),A321,3660,06:50,08:15,50.026,8.5,Lufthansa,8
LH1411,Belgrade (BEG),Frankfurt (FRA),A321,5580,06:15,08:15,50.026,8.5,Lufthansa,8
LH1493,Kiev (KBP),Frankfurt (FRA),A321,7680,06:40,08:20,50.026,8.5,Lufthansa,8
LH1305,Istanbul (IST),Frankfurt (FRA),A320,9540,06:20,08:20,50.026,8.5,Lufthansa,8
LH691,Tel Aviv (TLV),Frankfurt (FRA),A321,14640,04:50,08:20,50.026,8.5,Lufthansa,8
AC874,Montreal (YUL),Frankfurt (FRA),B788,23220,19:20,08:20,50.026,8.5,Air Canada,8
LH1451,Moscow (DME),Frankfurt (FRA),A321,9960,06:05,08:25,50.026,8.5,Lufthansa,8
JP116,Ljubljana (LJU),Frankfurt (FRA),CRJ9,4200,07:05,08:25,50.026,8.5,Adria Airways,8
LH1285,Athens (ATH),Frankfurt (FRA),A321,9240,06:25,08:25,50.026,8.5,Lufthansa,8
LH1343,Budapest (BUD),Frankfurt (FRA),A320,4620,06:40,08:25,50.026,8.5,Lufthansa,8
AZ416,Milan (LIN),Frankfurt (FRA),E75S,3360,07:05,08:25,50.026,8.5,Alitalia,8
LH975,Aberdeen (ABZ),Frankfurt (FRA),E190,5400,05:35,08:30,50.026,8.5,Lufthansa,8
LH613,Baku (GYD),Frankfurt (FRA),A321,16740,05:15,08:30,50.026,8.5,Lufthansa,8
LH759,Chennai (MAA),Frankfurt (FRA),A343,34980,01:50,08:30,50.026,8.5,Lufthansa   ,8
LH279,Milan (LIN),Frankfurt (FRA),A320,3420,07:15,08:30,50.026,8.5,Lufthansa,8
AA750,Philadelphia (PHL),Frankfurt (FRA),A332,25920,18:20,08:30,50.026,8.5,American Airlines,8
LH585,Cairo (CAI),Frankfurt (FRA),A321,13860,04:10,08:35,50.026,8.5,Lufthansa,8
LH1101,Toulouse (TLS),Frankfurt (FRA),A319,5400,06:50,08:40,50.026,8.5,Lufthansa,8
LH1069,Nice (NCE),Frankfurt (FRA),A320,4440,07:00,08:35,50.026,8.5,Lufthansa,8
LH441,Houston (IAH),Frankfurt (FRA),A388,33180,15:50,08:35,50.026,8.5,Lufthansa,8
LH35,Hamburg (HAM),Frankfurt (FRA),A321,2760,07:30,08:40,50.026,8.5,Lufthansa,8
JP114,Pristina (PRN),Frankfurt (FRA),A319,7260,06:20,08:40,50.026,8.5,Adria Airways,8
LH1121,Madrid (MAD),Frankfurt (FRA),A320,7440,06:10,08:40,50.026,8.5,Lufthansa,8
OS121,Vienna (VIE),Frankfurt (FRA),A321,4020,07:10,08:40,50.026,8.5,Austrian Airlines,8
SK639,Copenhagen (CPH),Frankfurt (FRA),A319,4200,07:05,08:45,50.026,8.5,SAS,8
LH821,Gothenburg (GOT),Frankfurt (FRA),A321,5160,07:05,08:45,50.026,8.5,Lufthansa   ,8
LH491,Seattle (SEA),Frankfurt (FRA),B744,33540,14:00,08:45,50.026,8.5,Lufthansa,8
LH983,Dublin (DUB),Frankfurt (FRA),A320,5640,05:55,08:50,50.026,8.5,Lufthansa,8
EK43,Dubai (DXB),Frankfurt (FRA),B77W,22980,03:45,08:50,50.026,8.5,Emirates,8
LH959,Birmingham (BHX),Frankfurt (FRA),A320,4320,06:15,08:50,50.026,8.5,Lufthansa,8
LH439,Dallas (DFW),Frankfurt (FRA),A333,33780,15:50,08:50,50.026,8.5,Lufthansa,8
AF1518,Paris (CDG),Frankfurt (FRA),B463,2640,07:30,08:55,50.026,8.5,WDL Aviation,8
LH175,Berlin (TXL),Frankfurt (FRA),A320,3000,07:45,08:55,50.026,8.5,Lufthansa,8
LH1353,Warsaw (WAW),Frankfurt (FRA),A320,4980,07:10,08:55,50.026,8.5,Lufthansa,8
LH1083,Lyon (LYS),Frankfurt (FRA),A320,3720,07:35,08:55,50.026,8.5,Lufthansa,8
LH1147,Bilbao (BIO),Frankfurt (FRA),A321,5640,06:45,08:55,50.026,8.5,Lufthansa,8
LH755,Bangalore (BLR),Frankfurt (FRA),B748,31860,03:00,08:55,50.026,8.5,Lufthansa,8
LH949,Manchester (MAN),Frankfurt (FRA),A20N,4500,06:20,09:00,50.026,8.5,Lufthansa,8
LH1165,Valencia (VLC),Frankfurt (FRA),A320,7320,06:35,09:00,50.026,8.5,Lufthansa,8
LH1139,Barcelona (BCN),Frankfurt (FRA),A321,6540,06:50,09:00,50.026,8.5,Lufthansa,8
LH243,Rome (FCO),Frankfurt (FRA),A321,5520,07:00,09:00,50.026,8.5,Lufthansa,8
LH95,Munich (MUC),Frankfurt (FRA),A321,2340,08:00,09:00,50.026,8.5,Lufthansa,8
LH921,London (LHR),Frankfurt (FRA),A20N,3540,06:30,09:05,50.026,8.5,Lufthansa,8
LH1051,Paris (CDG),Frankfurt (FRA),A320,2460,07:50,09:05,50.026,8.5,Lufthansa,8
LH145,Nurnberg (NUE),Frankfurt (FRA),A321,2100,08:20,09:05,50.026,8.5,Lufthansa,10
LH1003,Amsterdam (AMS),Frankfurt (FRA),A320,2340,08:00,09:05,50.026,8.5,Lufthansa,8
LH337,Naples (NAP),Frankfurt (FRA),A321,6180,07:00,09:05,50.026,8.5,Lufthansa,8
LH1313,Luqa (MLA),Frankfurt (FRA),A319,8940,06:30,09:10,50.026,8.5,Lufthansa,10
LH131,Stuttgart (STR),Frankfurt (FRA),A320,1860,08:20,09:10,50.026,8.5,Lufthansa,10
LH7,Hamburg (HAM),Frankfurt (FRA),A321,2940,08:00,09:10,50.026,8.5,Lufthansa,10
AA70,Dallas (DFW),Frankfurt (FRA),B772,33420,16:15,09:10,50.026,8.5,American Airlines,10
OU410,Zagreb (ZAG),Frankfurt (FRA),A320,4380,07:40,09:15,50.026,8.5,Croatia Airlines,10
LH159,Leipzig (LEJ),Frankfurt (FRA),E190,2340,08:20,09:15,50.026,8.5,Lufthansa,10
LH1201,Basel (BSL),Frankfurt (FRA),CRJ9,2400,08:15,09:15,50.026,8.5,Lufthansa,10
LH75,Dusseldorf (DUS),Frankfurt (FRA),A320,1680,08:25,09:15,50.026,8.5,Lufthansa,10
LH1183,Zurich (ZRH),Frankfurt (FRA),A321,2460,08:15,09:20,50.026,8.5,Lufthansa,10
BM1911,Jonkoping (JKG),Frankfurt (FRA),E145,5760,11:45,13:30,50.026,8.5,BMI Regional,14
BM1821,Bristol (BRS),Frankfurt (FRA),E145,4440,08:50,11:30,50.026,8.5,BMI Regional,12
LH51,Hannover (HAJ),Frankfurt (FRA),A321,2340,08:25,09:20,50.026,8.5,Lufthansa,10
DL86,Detroit (DTW),Frankfurt (FRA),A333,27360,18:53,09:20,50.026,8.5,Delta Air Lines,8
UA960,New York (EWR),Frankfurt (FRA),B772,24840,19:30,09:20,50.026,8.5,United Airlines,10
LH209,Dresden (DRS),Frankfurt (FRA),A320,2880,08:20,09:25,50.026,8.5,Lufthansa,10
AY821,Helsinki (HEL),Frankfurt (FRA),E190,7920,07:50,09:25,50.026,8.5,Finnair,10
LH97,Munich (MUC),Frankfurt (FRA),A321,1920,08:30,09:30,50.026,8.5,Lufthansa   ,10
KL1763,Amsterdam (AMS),Frankfurt (FRA),E75S,2520,08:15,09:30,50.026,8.5,KLM Cityhopper,10
OU418,Dubrovnik (DBV),Frankfurt (FRA),A320,6240,06:30,08:35,50.026,8.5,Croatia Airlines,8
LH353,Bremen (BRE),Frankfurt (FRA),CRJ9,2760,08:35,09:35,50.026,8.5,Lufthansa,10
OS133,Vienna (VIE),Frankfurt (FRA),A320,4020,08:10,09:40,50.026,8.5,Austrian Airlines,10
LH1181,Porto (OPO),Frankfurt (FRA),A321,7380,06:00,09:40,50.026,8.5,Lufthansa,10
BA902,London (LHR),Frankfurt (FRA),B763,3480,07:05,09:40,50.026,8.5,British Airways,10
UA907,Chicago (ORD),Frankfurt (FRA),B772,27780,18:05,09:45,50.026,8.5,United Airlines,10
LO381,Warsaw (WAW),Frankfurt (FRA),B738,5100,07:45,09:45,50.026,8.5,LOT,10
DL4,New York (JFK),Frankfurt (FRA),B764,24720,19:33,09:45,50.026,8.5,Delta Air Lines,10
UX1503,Madrid (MAD),Frankfurt (FRA),E190,7260,07:10,09:50,50.026,8.5,Air Europa Express,10
LH65,Munster (FMO),Frankfurt (FRA),CRJ9,2400,09:05,09:50,50.026,8.5,Lufthansa,10
LH177,Berlin (TXL),Frankfurt (FRA),A321,2940,08:45,09:55,50.026,8.5,Lufthansa,10
LY357,Tel Aviv (TLV),Frankfurt (FRA),B738,14760,06:10,09:55,50.026,8.5,El Al Israel Airlines,10
UA58,San Francisco (SFO),Frankfurt (FRA),B744,36960,14:00,09:55,50.026,8.5,United Airlines,10
LH99,Munich (MUC),Frankfurt (FRA),A321,2400,09:00,10:00,50.026,8.5,Lufthansa,10
LH923,London (LHR),Frankfurt (FRA),A320,3360,07:30,10:05,50.026,8.5,Lufthansa,10
LH1005,Brussels (BRU),Frankfurt (FRA),A320,1920,09:05,10:05,50.026,8.5,Lufthansa,10
AB6577,Berlin (TXL),Frankfurt (FRA),A320,2640,08:50,10:05,50.026,8.5,Air Berlin,10
LH927,London (LCY),Frankfurt (FRA),E190,4260,07:45,10:10,50.026,8.5,Lufthansa,10
TK1587,Istanbul (IST),Frankfurt (FRA),A333,9300,07:55,10:10,50.026,8.5,Turkish Airlines,10
EI650,Dublin (DUB),Frankfurt (FRA),A320,5520,07:00,10:10,50.026,8.5,Aer Lingus,10
LH9,Hamburg (HAM),Frankfurt (FRA),A320,2880,09:00,10:10,50.026,8.5,Lufthansa,10
LH1137,Barcelona (BCN),Frankfurt (FRA),A321,6300,08:00,10:10,50.026,8.5,Lufthansa,10
RO301,Bucharest (OTP),Frankfurt (FRA),B737,7560,08:40,10:15,50.026,8.5,Tarom   ,10
X32129,Palma de Mallorca (PMI),Frankfurt (FRA),B738,7200,07:50,10:20,50.026,8.5,TUI fly   ,10
SU2306,Moscow (SVO),Frankfurt (FRA),A321,10440,08:05,10:25,50.026,8.5,Aeroflot,10
ME217,Beirut (BEY),Frankfurt (FRA),A320,13980,07:10,10:25,50.026,8.5,MEA,10
LH179,Berlin (TXL),Frankfurt (FRA),A320,2700,09:15,10:25,50.026,8.5,Lufthansa,10
X32913,Ibiza (IBZ),Frankfurt (FRA),B738,7080,16:30,19:05,50.026,8.5,TUI fly   ,20
LH1027,Paris (CDG),Frankfurt (FRA),A320,2580,09:20,10:35,50.026,8.5,Lufthansa,10
LH1233,Vienna (VIE),Frankfurt (FRA),A320,3540,09:10,10:35,50.026,8.5,Lufthansa,10
BA8732,London (LCY),Frankfurt (FRA),E170,4080,08:05,10:35,50.026,8.5,British Airways,10
OU416,Zagreb (ZAG),Frankfurt (FRA),A319,4260,08:45,10:20,50.026,8.5,Croatia Airlines,10
LH1185,Zurich (ZRH),Frankfurt (FRA),E190,2220,09:35,10:40,50.026,8.5,Lufthansa,10
LH11,Hamburg (HAM),Frankfurt (FRA),A320,2640,09:30,10:40,50.026,8.5,Lufthansa,10
SQ25,New York (JFK),Frankfurt (FRA),A388,24420,20:55,10:40,50.026,8.5,Singapore Airlines,10
AZ400,Rome (FCO),Frankfurt (FRA),A319,5580,08:40,10:45,50.026,8.5,Alitalia,10
LH507,Sao Paulo (GRU),Frankfurt (FRA),B748,37200,18:15,10:45,50.026,8.5,Lufthansa,10
X34157,Corfu (CFU),Frankfurt (FRA),B738,7740,08:55,10:30,50.026,8.5,TUI fly,10
LH1213,Geneva (GVA),Frankfurt (FRA),A319,3180,09:35,10:50,50.026,8.5,Lufthansa,10
LH373,Friedrichshafen (FDH),Frankfurt (FRA),CRJ9,2340,10:00,10:50,50.026,8.5,Lufthansa,10
LH247,Milan (MXP),Frankfurt (FRA),A320,3360,09:40,11:00,50.026,8.5,Lufthansa,10
LH181,Berlin (TXL),Frankfurt (FRA),A321,2820,09:45,10:55,50.026,8.5,Lufthansa,10
BA906,London (LHR),Frankfurt (FRA),A319,4500,08:15,10:55,50.026,8.5,British Airways,12
LH483,Tampa (TPA),Frankfurt (FRA),A343,31560,19:40,10:55,50.026,8.5,Lufthansa CityLine   ,10
LH465,Orlando (MCO),Frankfurt (FRA),B744,29040,20:05,10:55,50.026,8.5,Lufthansa,10
AC844,Calgary (YYC),Frankfurt (FRA),B789,30960,17:55,10:55,50.026,8.5,Air Canada,10
LH101,Munich (MUC),Frankfurt (FRA),A320,2400,10:00,11:00,50.026,8.5,Lufthansa,10
KL1765,Amsterdam (AMS),Frankfurt (FRA),F70,2640,09:50,11:00,50.026,8.5,KLM Cityhopper,10
LH1123,Madrid (MAD),Frankfurt (FRA),A321,6960,08:30,11:00,50.026,8.5,Lufthansa,10
LH455,San Francisco (SFO),Frankfurt (FRA),A388,36600,15:05,11:00,50.026,8.5,Lufthansa,10
LH477,Denver (DEN),Frankfurt (FRA),B744,32340,17:25,11:00,50.026,8.5,Lufthansa,10
LH1335,Budapest (BUD),Frankfurt (FRA),A321,4620,09:25,11:10,50.026,8.5,Lufthansa,12
LH1007,Brussels (BRU),Frankfurt (FRA),CRJ9,2100,10:05,11:05,50.026,8.5,Lufthansa,10
LH925,London (LHR),Frankfurt (FRA),A20N,3720,08:30,11:05,50.026,8.5,Lufthansa,10
DE1637,Thessaloniki (SKG),Frankfurt (FRA),A320,7440,09:05,10:50,50.026,8.5,Condor   ,10
LH493,Vancouver (YVR),Frankfurt (FRA),B744,33180,16:20,11:05,50.026,8.5,Lufthansa,12
LH13,Hamburg (HAM),Frankfurt (FRA),A321,2940,10:00,11:10,50.026,8.5,Lufthansa,10
AC876,Toronto (YYZ),Frankfurt (FRA),B77W,24960,21:40,11:10,50.026,8.5,Air Canada,10
